1,begin,…を始める,0
2,seat,…を座らせる,0
3,belong,属する,0
4,enjoy,…を楽しむ,0
5,differ,異なる,0
6,nod,うなずく,0
7,avoid,…を避ける,0
8,forecast,（天気を）予報する・予報,0
9,suggest,"…をほのめかす
…を提案する",0
10,twist,…をねじる,0
11,locate,"…を置く
…の場所を見つける",0
12,expose,…をさらす・暴露する,0
13,transfer,…を移す,0
14,accompany,…に同行する,0
15,concentrate,…を集中させる,0
16,relate,…を関連づける・述べる,0
17,reduce,…を減らす・…を変える,0
18,equip,…に備えつける,0
19,fancy,…を空想する・空想,0
20,freeze,凍る,0
21,err,間違える,0
22,compute,…を計算する,0
23,rob,…を奪う,0
24,decline,…を断る・衰亡・下落,0
25,reflect,…を反映する・…を反射する,0
26,reserve,…を取っておく,0
27,interpret,…を通訳する・…を解釈する,0
28,assign,…を割り当てる・…を任命する・（日時を）指定する,0
29,resolve,"…を決心する・解決する
分解する",0
30,anticipate,…を予想する・期待する,0
31,acknowledge,…を認める・感謝する,0
32,debate,…を討論する・討論,0
33,rescue,…を救助する・救助,0
34,annoy,…を悩ます,0
35,encounter,…に出くわす・出会い,0
36,constitute,…を構成する,0
37,beware,用心する,0
38,ascend,…に登る・上昇する,0
39,burst,爆発する,0
40,discriminate,…を区別する・差別する,0
41,evolve,（理論など）を発展させる,0
42,restrict,…を制限する,0
43,exhibit,…を展示する・示す,0
44,replace,…に取って代わる,0
45,perceive,"…を知覚する
…を理解する",0
46,promote,"…を促進させる
…を昇進させる",0
47,negotiate,交渉する,0
48,cease,終わる,0
49,resemble,…に似ている,0
50,qualify,…に資格を与える,0
51,refrain,慎む,0
52,multiply,…を増やす・（数）を掛ける,0
53,reproduce,…を再生する,0
54,classify,…を分類する,0
55,cope,うまく処理する,0
56,bend,…を曲げる・屈服させる,0
57,celebrate,…を祝う,0
58,office,会社・事務所・仕事,0
59,adult,大人・成人,0
60,behavior,振る舞い・行儀,0
61,economy,経済・節約,0
62,education,教育,0
63,media,マスメディア,0
64,government,政府・政治,0
65,absence,欠席・不在・不足,0
66,balance,"均衡・釣り合い
釣り合わせる",0
67,sorrow,悲しみ・遺憾,0
68,globe,地球・世界・球,0
69,hobby,趣味,0
70,industry,産業・勤勉,0
71,majority,大多数・過半数,0
72,minority,少数派,0
73,length,長さ,0
74,blood,血,0
75,career,経歴,0
76,scholar,学者,0
77,honesty,正直・誠実,0
78,heaven,天国,0
79,hell,地獄,0
80,broadcast,放送・…を放送する,0
81,infant,幼児・幼児の,0
82,minister,大臣,0
83,liberty,自由・勝手,0
84,justice,正義・公正・裁判,0
85,trend,傾向,0
86,quarter,4分の1・地域・宿舎,0
87,instrument,道具・楽器・手段,0
88,bone,骨,0
89,election,選挙,0
90,advantage,有利,0
91,slang,俗語,0
92,devil,悪魔・極悪人,0
93,ideal,理想・理想的な,0
94,decade,10年間,0
95,aim,ねらい・ねらう,0
96,technology,科学技術,0
97,popularity,人気・流行・評判,0
98,basis,基礎,0
99,existence,存在,0
100,fantasy,空想,0
101,growth,成長・発展・増加,0
102,luxury,ぜいたく,0
103,passion,情熱,0
104,bravery,勇敢さ,0
105,community,共同体・地域社会,0
106,rate,割合・料金・ペース・相場,0
107,system,組織,0
108,wage,賃金,0
109,blossom,花・開花,0
110,extent,程度・範囲・広さ,0
111,genius,天才・才能,0
112,pity,哀れみ・哀れに思う,0
113,result,結果,0
114,seed,種・種をまく,0
115,purpose,目的・目標,0
116,defense,防御・弁護,0
117,income,収入,0
118,miracle,奇跡,0
119,revolution,革命・回転,0
120,ease,"安楽・容易さ
…を楽にする",0
121,job,仕事・職,0
122,satellite,衛星,0
123,fever,熱・興奮状態,0
124,sympathy,同情・共感・思いやり,0
125,canal,運河,0
126,breadth,幅,0
127,pastime,気晴らし・娯楽,0
128,frame,"骨組み・機構・体格
…を組み立てる",0
129,scope,範囲・視野,0
130,relative,親戚・相対的な,0
131,merit,長所・功績・値打ち,0
132,ceiling,天井・最高限度,0
133,jealousy,嫉妬・ねたみ,0
134,chemistry,化学,0
135,flight,飛行・逃走,0
136,microscope,顕微鏡,0
137,cattle,家畜牛,0
138,display,展示・陳列・…を展示する,0
139,pollution,汚染・公害,0
140,solution,解決・溶解,0
141,thirst,のどの渇き・切望,0
142,focus,焦点・焦点を合わせる,0
143,tragedy,悲劇,0
144,manual,手引書・小冊子,0
145,haste,急ぐこと,0
146,ladder,はしご・手段,0
147,murder,殺人・（人）を殺す,0
148,vacuum,真空・空虚,0
149,poison,毒・…に毒を入れる,0
150,able,～できる,0
151,main,主要な,0
152,human,人間の,0
153,junior,年少の・下級の・年少者,0
154,senior,年長の・上級の・年長者,0
155,crazy,気の狂った・熱狂して,0
156,pure,純粋な,0
157,general,一般的な・全般の・大将,0
158,final,最後の,0
159,international,国家間の,0
160,most,最も多い・最も,0
161,mental,精神の,0
162,quite,全く,0
163,southern,南の,0
164,alive,生きている,0
165,negative,否定の・消極的な,0
166,anxious,心配して・切望して,0
167,official,公の・公務員,0
168,thin,薄い,0
169,worth,価値のある・価値,0
170,actual,実際の,0
171,broad,広い・多様な・十分に,0
172,capable,有能な,0
173,democratic,民主主義の,0
174,evident,明白な,0
175,fond,好きで,0
176,cheerful,陽気な,0
177,familiar,親しい・精通した,0
178,lately,最近,0
179,rarely,滅多に…ない,0
180,accurate,正確な,0
181,liberal,自由主義の・寛大な,0
182,nearly,ほとんど,0
183,guilty,有罪の,0
184,innocent,無罪の・無邪気な,0
185,responsible,責任のある,0
186,shy,内気な,0
187,altogether,全く・全体で,0
188,royal,国王の,0
189,thoughtful,思慮深い,0
190,selfish,わがままな,0
191,rapid,迅速な,0
192,asleep,眠って,0
193,bare,裸の・がらんとした,0
194,legal,法律の・合法の,0
195,solid,固体の・ぎっしり詰まった,0
196,visual,視覚の,0
197,beside,そばに・…のそばに,0
198,brief,簡素な・要約,0
199,eager,熱望して,0
200,severe,厳しい,0
201,violate,（法）を犯す,0
202,upset,"…をひっくり返す
…をだめにする",0
203,dictate,…を書き取らせる,0
204,detect,…を見つける・見抜く,0
205,expand,…を広げる・発展させる,0
206,interfere,邪魔をする・干渉する,0
207,indicate,"…を指し示す
…をほのめかす",0
208,cultivate,…を耕す・…を啓発する,0
209,inspect,…を調査する,0
210,accuse,"…を訴える
…を非難する",0
211,attract,…を引きつける,0
212,cooperate,協力する,0
213,maintain,"…を維持する
…と主張する",0
214,proceed,進む,0
215,exclude,…を締め出す,0
216,disclose,…をあばく,0
217,guarantee,…を保証する・保証,0
218,invest,…を投資する,0
219,cling,くっつく・執着する,0
220,emerge,出現する,0
221,irritate,…をいらいらさせる,0
222,dispute,…を議論する・論争,0
223,exhaust,"…を使い果たす
…を疲れ果てさせる",0
224,overlook,…を見逃す,0
225,absorb,…を吸収する,0
226,calculate,…を計算する,0
227,exceed,…を勝る・…を超過する,0
228,excel,…より優れている,0
229,recollect,…を思い出す,0
230,deserve,…に値する,0
231,overtake,…を追い越す,0
232,embrace,"…を抱きしめる
…を受け入れる",0
233,abound,満ちている,0
234,isolate,…を孤立させる,0
235,secure,…を確保する・安全な,0
236,collapse,崩壊する・倒壊・挫折,0
237,explode,爆発する,0
238,incline,…を傾ける,0
239,descend,降りる・伝わる・急襲する,0
240,postpone,…を延期する,0
241,recede,後退する,0
242,undertake,"…に着手する
…を引き受ける",0
243,accommodate,…を適応させる・収容する,0
244,esteem,…を尊重する・尊重,0
245,rejoice,喜ぶ,0
246,migrate,移住する,0
247,restore,"…を元に戻す
…を回復する",0
248,alter,…を変える,0
249,conceive,考える・思いつく,0
250,betray,"…を裏切る
…をうっかり示す",0
251,conceal,…を隠す,0
252,attain,…を成し遂げる,0
253,inquire,…を尋ねる,0
254,substitute,…を代用する・代用品,0
255,devote,…をささげる,0
256,revolt,反乱をおこす,0
257,compel,…に強要する,0
258,landscape,景色,0
259,palm,手のひら,0
260,maximum,最大限・最大限の,0
261,minimum,最小限・最小限の,0
262,pillow,まくら,0
263,link,つながり・…をつなぐ,0
264,slavery,奴隷制度,0
265,process,過程,0
266,tension,緊張,0
267,research,研究・研究する,0
268,role,配役,0
269,standpoint,立場,0
270,demerit,欠点・短所,0
271,comedy,喜劇,0
272,wilderness,荒野,0
273,resort,"行楽地・手段
頼みの綱・頼る",0
274,beast,獣,0
275,access,接近,0
276,conduct,行為・ふるまい・案内,0
277,belongings,持ち物,0
278,explanation,説明,0
279,stuff,材料・…に物を詰める,0
280,customer,顧客,0
281,string,ひも・ひと続き,0
282,risk,危険,0
283,secretary,秘書・初期,0
284,status,地位・身分,0
285,weapon,武器,0
286,element,要素・元素,0
287,territory,領土,0
288,factor,要因,0
289,shortage,不足,0
290,theme,テーマ,0
291,temple,寺院,0
292,orientation,適応・方向づけ,0
293,structure,構造・建物,0
294,thief,泥棒,0
295,virtue,美徳・利点,0
296,unemployment,失業,0
297,riot,暴動,0
298,investment,投資,0
299,shelter,避難所・…を保護する,0
300,item,項目・品目,0
301,psychology,心理学,0
302,vehicle,乗り物,0
303,boredom,退屈,0
304,glory,栄光,0
305,alarm,驚き・…を驚かせる,0
306,appearance,出現・外見,0
307,expense,費用,0
308,caution,注意・警告する,0
309,demand,要求・需要・要求する,0
310,capacity,能力・収容能力,0
311,charity,慈善・思いやり,0
312,circumstance,状況・環境,0
313,debt,借金・恩義,0
314,shame,恥,0
315,republic,共和国,0
316,enterprise,大事業・冒険心,0
317,illusion,幻想,0
318,incident,事件,0
319,editor,編集者,0
320,device,装置・工夫,0
321,victim,犠牲者・いけにえ,0
322,misery,みじめさ,0
323,frontier,国境・最先端,0
324,monument,記念碑,0
325,addition,追加・足し算,0
326,function,機能・機能を果たす,0
327,award,賞・…を授与する,0
328,reaction,反応,0
329,flavor,風味・…に風味を添える,0
330,envy,ねたみ・…をうらやむ,0
331,faculty,才能・教授陣・学部,0
332,instance,例・場合,0
333,summary,要約・簡略的な,0
334,bond,きずな,0
335,cell,細胞・個室・独房,0
336,corporation,法人,0
337,communism,共産主義,0
338,scenery,風景,0
339,analysis,分析,0
340,physics,物理学,0
341,logic,論理,0
342,tendency,傾向,0
343,organization,組織,0
344,avenue,大通り・並木道,0
345,nerve,神経・勇気,0
346,biology,生物学,0
347,intelligence,知能・理解力・情報,0
348,commerce,商業,0
349,ambition,野心,0
350,earnest,熱心な,0
351,successive,連続する,0
352,enormous,巨大な,0
353,manly,男らしい,0
354,doubtful,疑わしい,0
355,noble,高貴な・貴族,0
356,entirely,全く,0
357,prime,主要な・全盛,0
358,primary,主要な・最初の,0
359,bound,行きの,0
360,stupid,ばかな,0
361,extra,余分の・号外・エキストラ,0
362,electric,電気の,0
363,tender,優しい,0
364,likely,ありそうな,0
365,slight,わずかな,0
366,satisfactory,満足な・申し分のない,0
367,dependent,頼っている,0
368,otherwise,"さもなければ
他の点では",0
369,oriental,東洋の,0
370,immediate,すぐの,0
371,previous,前の,0
372,frank,率直な,0
373,reverse,"逆の・さかさま
…を逆にする",0
374,neat,きちんとした,0
375,strict,厳しい,0
376,passive,受身の・消極的な,0
377,plenty,たくさんの・豊富,0
378,external,外部の,0
379,steady,しっかりした,0
380,current,普及している・傾向・電流,0
381,efficient,能率的な,0
382,slender,ほっそりした,0
383,vast,広大な・巨大な,0
384,patient,辛抱強い・患者,0
385,conscious,意識して,0
386,continental,大陸の,0
387,mere,単なる,0
388,merely,ただ単に,0
389,urban,都市の,0
390,visible,目に見える,0
391,political,政治の,0
392,steep,険しい,0
393,marvelous,驚くべき・不思議な,0
394,sole,唯一の,0
395,extreme,極端な・極端,0
396,frequent,頻繁な,0
397,tiny,ごく小さい,0
398,vital,命に関わる・大変重要な,0
399,brilliant,輝かしい・聡明な,0
400,sensible,分別のある,0
401,contend,争う・主張する,0
402,fulfill,…を実行する,0
403,insult,…を侮辱する,0
404,mention,…に言及する・言及,0
405,derive,"…を引き出す
…に由来する",0
406,meditate,…をもくろむ,0
407,rebel,反抗する,0
408,bet,…を賭ける・賭け,0
409,embarrass,…を当惑させる,0
410,revise,…を改訂する,0
411,dissolve,…を溶かす・…を解散する・…を取り消す,0
412,grant,"…を与える・…をかなえる
交付金",0
413,yield,…を産出する・…を譲り渡す・産出,0
414,confirm,…を確認する,0
415,undergo,…を経験する,0
416,split,…を裂く・割れ目,0
417,discard,…を捨てる,0
418,generate,…を発生させる,0
419,imprison,…を投獄する,0
420,lessen,…を減らす,0
421,inspire,…を奮起させる・…を促す,0
422,regulate,…を規制する・調整する,0
423,swell,ふくらむ,0
424,bid,値をつける・…に命じる,0
425,foster,…を促進する・育ての,0
426,distract,"（人・注意など）をそらす
気を紛らわす",0
427,hinder,…のじゃまをする,0
428,capture,…を捕らえる・捕獲,0
429,acquaint,…に知らせる,0
430,prevail,普及する・勝る,0
431,urge,…を主張する・衝動,0
432,summon,…を呼び寄せる,0
433,restrain,…を抑制する,0
434,stir,…をかき混ぜる,0
435,strive,努力する,0
436,thrive,繁栄する・茂る,0
437,sustain,…を支える・…を維持する,0
438,decay,腐る・腐敗,0
439,exploit,…を利用する・開発する,0
440,dispense,…を分配する,0
441,reign,統治する・治世,0
442,retain,…を保つ・記憶しておく,0
443,persist,固執する・持続する,0
444,presume,…を推定する,0
445,contradict,…と矛盾する,0
446,corrupt,…を堕落させる・墜落した,0
447,disguise,"…を変装させる
…を隠す・変装",0
448,utter,（声など）を発する,0
449,confront,…と向かい合う,0
450,banish,…を追放する,0
451,depress,…を憂うつにさせる,0
452,fascinate,…を魅了する,0
453,nourish,…を養う,0
454,investigate,…を調査する,0
455,marvel,驚く・驚き,0
456,comprehend,…を理解する,0
457,attribute,…の原因を…に帰する,0
458,content,中身,0
459,detail,詳細・…を詳しく述べる,0
460,benefit,利益・…に利益を与える,0
461,grief,悲しみ,0
462,patience,忍耐,0
463,presence,存在,0
464,fee,入場料,0
465,destiny,運命,0
466,executive,重役・実行するうえでの,0
467,load,積荷,0
468,profit,利益・利益を得る,0
469,reputation,評判,0
470,brow,額,0
471,fare,運賃,0
472,fuel,燃料,0
473,well-being,福利,0
474,mankind,人類,0
475,sacrifice,犠牲・犠牲にする,0
476,warfare,戦争,0
477,aid,援助・…を助ける,0
478,medium,中間・中間の,0
479,phenomenon,現象,0
480,intention,意図,0
481,region,地域,0
482,remark,意見・発言・…と述べる,0
483,revenge,復讐・…に復讐する,0
484,legend,伝説,0
485,clue,手がかり,0
486,evolution,発展・進化,0
487,manufacture,製造・製品・…を製造する,0
488,emphasis,強調,0
489,conception,概念,0
490,defect,欠点,0
491,affection,愛情,0
492,purchase,購入,0
493,proportion,比率・均衡,0
494,crisis,危機,0
495,confidence,信頼・自信・内緒話,0
496,curiosity,好奇心,0
497,criticism,批評,0
498,proverb,ことわざ,0
499,feature,特徴・…を特集する,0
